Rec,Inf,Name,Position,Club,On Loan From,Based,Asking Price,Wage,Expires,Nat,2nd Nat,Home-Grown Status,Height,Weight,Preferred Foot,Age,Personality,Media Handling,Transfer Value,Apps,Mins,Gls,Ast,Clean sheets,xG - Goals,npxG,npxG - npG,npxG per 90,npxG per Shot (min. 10 shots),Offsides per npxG (min. 1 npxG),Assist per Key Pass (min. 5 KP),Net Fouls,Yellow Cards per Tackle,Tackles Won per 90,Defensive Actions per 90,Apps,Starts,Mins,Mins/Gm,Av Rat,Gls,Gls/90,Shots,ShT,Shot %,Shot/90,ShT/90,Pens,Pens S,Pen/R,Off,xG,CCC,Ch C/90,Ast,Asts/90,K Pas,K Ps/90,Pas A,Ps A/90,Ps C,Ps C/90,Pas %,Cr A,Cr C,Cr C/A,Drb,Drb/90,FA,Distance,Hdrs A,Aer A/90,Hdrs,Hdrs W/90,Hdr %,K Tck,Tck W,Tck,Tck R,Fls,Yel,Red,Itc,Int/90,Clear,Conc,Con/90,Clean sheets,xSv %,Svh,Svt,Svp,Sv %,Pens Faced,Pens Saved,Pens Saved Ratio,PoM,Substitute Appearances,Minutes per Game,Tackles Attempted,Distance per 90,Clearances per 90
- - -,,Robert Skov,"D/WB (L), M/AM (RLC)",Hoffenheim,,Germany (Bundesliga),-,"£43,000 p/w",30/6/2031,DEN,,-,185 cm,81 kg,Left,32,Light-Hearted,Scouting Required,Not for Sale,35,"2,652",7,1,-,-2.29,3.95,-2.05,0.134,0.11,2.03,0.019,-3,0.091,0.882,5.53,35,35,"2,652",153.81,7.13,7,0.24,36,14,39%,1.22,0.48,1,1,100%,8,4.71,7,0.41,1,0.03,53,1.8,"1,481",50.26,"1,303",44.22,88%,77,22,28%,40,1.36,35,376.7km,163,5.53,80,2.71,49%,0,26,0.88,79%,32,3,0,41,1.39,32,-,-,-,-,-,-,-,-,33,1,79%,2,,75.77,33,12.784,1.09
- - -,,Dennis Praet,M/AM (RC),Benevento,,Italy (Serie A),-,"£16,250 p/w",30/6/2030,BEL,,-,181 cm,76 kg,Right,35,Fairly Ambitious,Scouting Required,£120K - £1.2M,33 (1),"2,821",1,0,-,0.29,1.29,0.29,0.041,0.081,3.1,0,22,0.195,0.829,3.77,33 (1),33,"2,821",164.09,6.65,1,0.03,16,2,13%,0.51,0.06,0,0,-,4,1.29,5,0.17,0,-,35,1.12,"2,225",70.99,"1,966",62.72,88%,60,10,16%,2,0.06,14,403.8km,87,2.78,50,1.6,57%,0,26,0.83,63%,36,8,0,23,0.73,29,-,-,-,-,-,-,-,-,41,0,-,0,1,82.97,41,12.883,0.93
- - -,,Luis Abram,D (LC),Granada,,Spain (First Division),-,"£37,500 p/w",30/6/2030,PER,ITA,-,182 cm,74 kg,Left,33,Fairly Ambitious,Scouting Required,£120K - £1.2M,37,"3,204",0,2,-,1.12,1.12,1.12,0.031,0.093,0,0.222,10,0.237,0.73,21.86,37,37,"3,204",175.94,6.98,0,-,12,0,0%,0.34,0,0,0,-,0,1.12,2,0.07,2,0.06,9,0.25,"1,924",54.04,"1,790",50.28,93%,9,3,33%,5,0.14,14,369.3km,491,13.79,394,11.07,80%,6,26,0.73,68%,24,9,0,86,2.42,297,-,-,-,-,-,-,-,-,38,0,-,1,,86.59,38,10.374,8.34
- - -,,Hicham Boudaoui,"DM, M (RC)",Montpellier,,France (Ligue 1 Uber Eats),-,"£24,000 p/w",30/6/2032,ALG,FRA,-,175 cm,61 kg,Right,29,Resolute,Scouting Required,£300K - £6.6M,27,"2,172",1,3,-,-0.72,0.28,-0.72,0.012,,,0.111,33,0.089,1.74,7.02,27,27,"2,172",147.96,6.79,1,0.04,9,3,33%,0.37,0.12,0,0,-,1,0.28,9,0.38,3,0.12,27,1.12,"1,787",74.05,"1,547",64.1,87%,13,3,23%,4,0.17,8,324.7km,86,3.56,52,2.15,60%,2,42,1.74,75%,41,5,0,36,1.49,32,-,-,-,-,-,-,-,-,56,0,-,0,,80.44,56,13.454,1.33
- - -,,Yacine Adli,"M (C), AM (RC)",Strasbourg,,France (Ligue 1 Uber Eats),-,"£27,500 p/w",30/6/2032,FRA,,-,186 cm,77 kg,Right,28,Fairly Determined,Scouting Required,£5.4M - £8M,35,"3,140",2,4,-,1.98,3.98,1.98,0.114,0.087,1.26,0.063,19,0.106,0.86,6.39,35,35,"3,140",179.69,6.69,2,0.06,46,21,46%,1.32,0.6,0,0,-,5,3.98,11,0.65,4,0.11,63,1.81,"2,447",70.14,"2,051",58.79,84%,80,22,27%,20,0.57,15,495.9km,148,4.24,106,3.04,72%,1,30,0.86,64%,34,5,0,53,1.52,46,-,-,-,-,-,-,-,-,47,0,-,1,,89.71,47,14.214,1.32
- - -,,Harry Winks,"DM, M (C)",Nottm Forest,,England (Premier Division),-,"£59,000 p/w",30/6/2030,ENG,,-,176 cm,72 kg,Right,33,Professional,Scouting Required,£7.6M - £9M,39,"2,739",1,0,-,0.73,1.73,0.73,0.057,0.115,0.58,0,20,0.102,1.577,5.37,39,39,"2,739",124.66,6.83,1,0.03,15,7,47%,0.49,0.23,0,0,-,1,1.73,5,0.17,0,-,26,0.85,"2,224",73.08,"1,975",64.9,89%,30,3,10%,4,0.13,21,381.0km,80,2.63,44,1.45,55%,0,48,1.58,81%,41,6,0,42,1.38,38,-,-,-,-,-,-,-,-,59,0,-,0,,70.23,59,12.519,1.25
- - -,,Dodi Lukebakio,"M (R), AM (RL), ST (C)",Hertha Berlin,,Germany (Bundesliga),-,"£62,000 p/w",30/6/2031,BEL,COD,-,187 cm,77 kg,Left,31,Balanced,Scouting Required,£6.4M - £8M,1 (16),387,0,1,-,0.92,0.92,0.92,0.184,0.077,,0.167,-15,0,0.6,10.23,1 (16),1,387,45.35,6.89,0,-,12,3,25%,2.79,0.7,0,0,-,1,0.92,1,1,1,0.23,6,1.4,188,43.72,171,39.77,91%,1,0,0%,2,0.47,16,50.9km,46,10.7,20,4.65,43%,1,3,0.7,100%,1,0,0,4,0.93,12,-,-,-,-,-,-,-,-,3,0,-,1,16,22.76,3,11.837,2.79
- - -,,Nico Elvedi,"D (RLC), WB (R), DM",Fiorentina,,Italy (Serie A),-,"£55,000 p/w",30/6/2031,SUI,,-,189 cm,79 kg,Right,32,Spirited,Scouting Required,Not for Sale,42,"3,574",0,5,-,0.74,0.74,0.74,0.019,0.044,,0.096,26,0.11,1.889,18.67,42,42,"3,574",228.78,6.96,0,-,17,7,41%,0.43,0.18,0,0,-,8,0.74,12,0.48,5,0.13,52,1.31,"2,106",53.03,"1,912",48.15,91%,238,40,16%,46,1.16,24,531.5km,436,10.98,342,8.61,78%,4,75,1.89,82%,50,10,0,136,3.42,221,-,-,-,-,-,-,-,-,92,0,-,2,,85.1,91,13.384,5.57
- - -,Inj,Pierre-Emile Højbjerg,"D (C), DM, M (C)",Paris SG,,France (Ligue 1 Uber Eats),-,"£74,000 p/w",30/6/2029,DEN,FRA,-,185 cm,82 kg,Right,33,Driven,Scouting Required,£240K - £2.4M,12 (6),"1,173",1,3,-,-0.23,0.77,-0.23,0.059,0.051,,0.12,0,0.167,1.458,7.62,12 (6),12,"1,173",108.6,7.22,1,0.08,15,4,27%,1.15,0.31,0,0,-,0,0.77,4,0.34,3,0.23,25,1.92,"1,482",113.71,"1,351",103.66,91%,16,5,31%,1,0.08,21,164.6km,73,5.6,48,3.68,66%,0,19,1.46,79%,21,4,0,12,0.92,30,-,-,-,-,-,-,-,-,24,0,-,0,6,65.17,24,12.629,2.30
- - -,,Jerdy Schouten,"D (C), DM, M (C)",Bournemouth,,England (Premier Division),-,"£68,000 p/w",30/6/2030,NED,,-,185 cm,76 kg,Right,32,Fairly Professional,Scouting Required,£8.4M - £12.5M,5 (17),827,1,0,-,-0.02,0.98,-0.02,0.107,0.089,,0,11,0.056,1.8,9.75,5 (17),5,827,78.43,6.72,1,0.11,11,4,36%,1.2,0.44,0,0,-,0,0.98,1,0.11,0,-,12,1.31,662,72.04,612,66.6,92%,5,1,20%,0,-,2,102.9km,53,5.77,37,4.03,70%,1,18,1.96,100%,13,1,0,9,0.98,24,-,-,-,-,-,-,-,-,18,0,-,0,17,37.59,18,11.198,2.61
- - -,,Nathan Patterson,"D (RLC), WB (R)",Newcastle,,England (Premier Division),-,"£76,000 p/w",30/6/2031,SCO,,-,185 cm,75 kg,Right,27,Resolute,Scouting Required,£26M - £31M,4 (1),365,0,1,-,0.16,0.16,0.16,0.032,,,0.167,3,0.333,1.2,13.41,4 (1),4,365,151.67,6.83,0,-,3,0,0%,0.74,0,0,0,-,3,0.16,1,0.5,1,0.25,6,1.48,228,56.22,199,49.07,87%,35,6,17%,8,1.97,5,51.2km,28,6.9,23,5.67,82%,1,6,1.48,100%,8,2,0,14,3.45,7,-,-,-,-,-,-,-,-,6,0,-,0,1,73,6,12.625,1.73
- - -,Ret,Fernando Pacheco,GK,Granada,,Spain (First Division),-,"£17,000 p/w",30/6/2029,ESP,,-,186 cm,79 kg,Left,36,Balanced,Scouting Required,£1.5K - £16K,25,"2,189",0,1,5,,,,,,,,-5,,0,,25,25,"2,189",160.24,6.95,0,-,0,-,-,-,-,0,0,-,0,0,0,-,1,0.04,4,0.16,905,37.21,436,17.93,48%,-,-,-,0,-,6,138.5km,-,-,-,-,-,0,0,0,0%,1,1,0,1,0.04,-,36,1.48,5,-5519%,20,12,59,-1%,4,0,-,4,,87.56,,5.694,
- - -,,Ridle Baku,"D (RC), WB (R), M (RC), AM (R)",FC Bayern,,Germany (Bundesliga),-,"£72,000 p/w",30/6/2030,GER,COD,-,176 cm,72 kg,Right,31,Fairly Determined,Scouting Required,Not for Sale,38 (1),"3,423",1,1,-,0.96,1.96,0.96,0.052,0.098,6.12,0.018,9,0.041,2.103,13.57,38 (1),38,"3,423",169.12,7.17,1,0.03,20,3,15%,0.53,0.08,0,0,-,12,1.96,7,0.56,1,0.03,57,1.5,"1,996",52.48,"1,824",47.96,91%,310,70,22%,77,2.02,43,489.5km,277,7.28,200,5.26,72%,4,80,2.1,82%,52,4,0,110,2.89,130,-,-,-,-,-,-,-,-,97,0,-,1,1,87.77,98,12.87,3.42
- - -,,Jonny,"D (RLC), WB (RL)",Getafe,,Spain (First Division),-,"£25,500 p/w",30/6/2030,ESP,ENG,-,175 cm,68 kg,Right,35,Balanced,Scouting Required,£20K - £190K,5 (1),491,0,1,-,,,,,,,,1,0.222,1,16.76,5 (1),5,491,81.83,6.62,0,-,0,-,-,-,-,0,0,-,1,0,1,0.18,1,0.18,2,0.37,297,54.44,269,49.31,91%,15,6,40%,1,0.18,7,58.3km,51,9.35,38,6.97,75%,0,6,1.1,67%,8,2,0,13,2.38,42,-,-,-,-,-,-,-,-,9,0,-,0,1,81.83,9,10.686,7.70
- - -,nEU,Ruben Loftus-Cheek,"M/AM (C), ST (C)",Sampdoria,,Italy (Serie A),£34.5K,"£25,000 p/w",30/6/2029,ENG,,-,191 cm,85 kg,Right,33,Spirited,Scouting Required,£35K,10 (19),"1,161",0,2,-,1.29,1.29,1.29,0.1,0.086,0.78,0.105,1,0.071,1.008,6.37,10 (19),10,"1,161",87.12,6.74,0,-,15,3,20%,1.16,0.23,0,0,-,1,1.29,6,1.07,2,0.16,19,1.47,962,74.57,830,64.34,86%,9,1,11%,10,0.78,6,193.5km,66,5.12,39,3.02,59%,0,13,1.01,93%,7,1,0,19,1.47,19,-,-,-,-,-,-,-,-,14,0,-,0,19,40.03,14,15,1.47
- - -,Inj,Alexander Djiku,"D (RC), DM",Amiens SC,,France (Ligue 1 Uber Eats),-,"£18,250 p/w",30/6/2030,GHA,FRA,-,182 cm,72 kg,Right,34,Balanced,Scouting Required,£45K - £425K,30,"2,672",0,3,-,0.29,0.29,0.29,0.01,,,0.25,54,0.169,1.785,17.89,30,30,"2,672",179.03,6.63,0,-,4,2,50%,0.13,0.07,0,0,-,2,0.29,2,1.03,3,0.1,12,0.4,"1,537",51.77,"1,462",49.24,95%,29,11,37%,5,0.17,9,347.9km,225,7.58,169,5.69,75%,7,53,1.79,69%,63,13,0,96,3.23,184,-,-,-,-,-,-,-,-,77,0,-,0,,89.07,77,11.718,6.20
- - -,Inj,Joris Chotard,"DM, M (C)",OM,,France (Ligue 1 Uber Eats),-,"£41,500 p/w",30/6/2032,FRA,,-,179 cm,70 kg,Right,27,Fairly Determined,Scouting Required,£11.5M - £14.5M,2 (4),224,1,1,-,-0.45,0.55,-0.45,0.183,,,,2,0,0.333,8.28,2 (4),2,224,63.2,6.99,1,0.4,5,1,20%,2.01,0.4,0,0,-,0,0.55,2,0.9,1,0.4,2,0.8,196,78.75,173,69.51,88%,3,1,33%,1,0.4,1,36.1km,20,8.04,12,4.82,60%,0,1,0.4,50%,3,0,0,6,2.41,4,-,-,-,-,-,-,-,-,2,0,-,1,4,37.33,2,14.504,1.61
- - -,nEU,Eric Dier,"D (RC), DM, M (C)",Fiorentina,,Italy (Serie A),-,"£32,500 p/w",30/6/2030,ENG,,-,188 cm,88 kg,Either,35,Resolute,Scouting Required,£550K - £1.2M,34 (1),"3,003",1,0,-,-0.55,0.45,-0.55,0.013,0.045,,,22,0.133,1.049,19.99,34 (1),34,"3,003",260.95,6.77,1,0.03,10,6,60%,0.3,0.18,0,0,-,0,0.45,0,-,0,-,4,0.12,"2,040",61.14,"1,980",59.34,97%,1,0,0%,1,0.03,1,353.5km,382,11.45,289,8.66,76%,7,35,1.05,78%,23,6,1,100,3,238,-,-,-,-,-,-,-,-,45,0,-,0,1,85.8,45,10.594,7.13
- - -,,Riqui Puig,M/AM (C),Inter,,Italy (Serie A),-,"£78,000 p/w",30/6/2031,ESP,,-,169 cm,56 kg,Right,29,Spirited,Scouting Required,£5M - £6.2M,1 (4),159,0,0,-,0.39,0.39,0.39,0.195,,,0,-2,0,0.5,3.51,1 (4),1,159,63.75,6.68,0,-,3,2,67%,1.7,1.13,0,0,-,0,0.39,0,-,0,-,6,3.4,134,75.85,109,61.7,81%,19,6,31%,1,0.57,2,25.5km,7,3.96,4,2.26,57%,0,1,0.57,100%,0,0,0,1,0.57,1,-,-,-,-,-,-,-,-,1,0,-,0,4,31.8,1,14.434,0.57
- - -,,Vanderson,"D/WB (R), M (C)",Everton,,England (Premier Division),-,"£99,000 p/w",30/6/2032,BRA,FRA,-,170 cm,71 kg,Right Only,27,Fairly Ambitious,Level-headed,£22M - £32M,38 (2),"3,401",0,7,-,0.95,0.95,0.95,0.025,0.068,,0.241,2,0.103,1.852,12.48,38 (2),38,"3,401",258.27,6.92,0,-,14,1,7%,0.37,0.03,0,0,-,7,0.95,6,0.33,7,0.19,29,0.77,"1,938",51.28,"1,804",47.74,93%,270,61,22%,96,2.54,51,470.9km,266,7.04,153,4.05,58%,3,70,1.85,90%,53,8,0,133,3.52,119,-,-,-,-,-,-,-,-,78,0,-,2,2,85.03,78,12.461,3.15
- - -,,Unai Núñez,D (RC),A. Madrid,,Spain (First Division),-,"£49,000 p/w",30/6/2031,ESP,BAS,-,186 cm,80 kg,Right,32,Balanced,Scouting Required,£6.4M - £8M,2 (3),316,0,0,-,0.06,0.06,0.06,0.015,,,,9,0.333,0.75,17.61,2 (3),2,316,140.33,6.77,0,-,1,1,100%,0.28,0.28,0,0,-,0,0.06,1,0.43,0,-,4,1.14,211,60.09,191,54.4,91%,16,2,12%,1,0.28,0,37.4km,33,9.4,26,7.41,79%,0,3,0.85,100%,9,1,0,10,2.85,28,-,-,-,-,-,-,-,-,3,0,-,0,3,63.2,3,10.652,7.97
- - -,Trn,Patrick Roberts,"M (R), AM (RLC)",FC Nantes,,France (Ligue 1 Uber Eats),-,"£16,250 p/w",30/6/2029,ENG,,-,168 cm,58 kg,Left Only,32,Fairly Ambitious,Scouting Required,£40K - £375K,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Jordan Pickford,GK,Watford,,England (Premier Division),-,"£71,000 p/w",30/6/2031,ENG,,-,187 cm,76 kg,Left,35,Fairly Professional,Scouting Required,Not for Sale,48,"4,245",0,0,10,,,,,,,0,-4,0.375,0.064,,48,48,"4,245",177.29,6.86,0,-,0,-,-,-,-,0,0,-,0,0,3,0.08,0,-,6,0.13,"1,729",36.66,946,20.06,55%,-,-,-,0,-,7,315.8km,-,-,-,-,-,1,3,0.06,38%,3,3,0,2,0.04,-,73,1.55,10,-4599%,57,30,116,0%,8,0,-,4,,88.44,8,6.695,
- - -,,Jayden Braaf,"M (L), AM (RL), ST (C)",Genoa,,Italy (Serie A),-,"£26,000 p/w",30/6/2032,NED,SUR,-,179 cm,71 kg,Right,26,Fairly Determined,Scouting Required,£3.7M - £5.6M,24 (13),"2,058",6,6,-,-1.28,4.72,-1.28,0.206,0.098,2.33,0.102,-17,0.067,2.055,7,24 (13),24,"2,058",123,6.92,6,0.26,48,19,40%,2.1,0.83,0,0,-,11,4.72,15,1.31,6,0.26,59,2.58,"1,050",45.92,873,38.18,83%,119,40,33%,81,3.54,49,337.3km,147,6.43,55,2.41,37%,0,47,2.06,78%,32,4,0,49,2.14,20,-,-,-,-,-,-,-,-,60,0,-,1,13,55.62,60,14.751,0.87
- - -,,Clément Lenglet,D (C),Real San Sebastián,,Spain (First Division),-,"£16,750 p/w",30/6/2030,FRA,,-,186 cm,81 kg,Left,33,Perfectionist,Scouting Required,£170K - £5.2M,5 (3),485,0,0,-,0.34,0.34,0.34,0.063,,,,4,0,1.5,19.44,5 (3),5,485,163,6.85,0,-,4,2,50%,0.74,0.37,0,0,-,1,0.34,0,-,0,-,1,0.19,421,78.12,405,75.15,96%,1,1,100%,0,-,2,56.3km,66,12.25,51,9.46,77%,0,9,1.67,100%,6,0,0,13,2.41,42,-,-,-,-,-,-,-,-,9,0,-,0,3,60.63,9,10.447,7.79
- - -,,Josua Mejías,D (RC),Dijon FCO,,France (Ligue 1 Uber Eats),-,"£9,750 p/w",30/6/2031,VEN,FRA,-,185 cm,78 kg,Right,30,Balanced,Scouting Required,£170K - £1.7M,22 (2),"1,867",2,0,-,-1.57,0.43,-1.57,0.021,,,0,36,0.208,1.735,21.12,22 (2),22,"1,867",77.79,6.75,2,0.1,5,3,60%,0.24,0.14,0,0,-,2,0.43,0,-,0,-,5,0.24,997,48.06,953,45.94,96%,28,3,10%,4,0.19,1,243.6km,212,10.22,175,8.44,83%,3,36,1.74,75%,37,10,1,55,2.65,180,-,-,-,-,-,-,-,-,48,0,-,1,2,77.79,48,11.743,8.68
- - -,,Calvin Stengs,M/AM (RLC),Southampton,,England (Premier Division),-,"£67,000 p/w",30/6/2030,NED,SUR,-,187 cm,75 kg,Left,30,Fairly Loyal,Scouting Required,£10.5M - £15.5M,11 (4),785,1,1,-,0.79,1.79,0.79,0.205,0.09,1.68,0.077,0,0,1.333,6.72,11 (4),11,785,97.86,6.74,1,0.11,20,8,40%,2.29,0.92,0,0,-,3,1.79,2,0.24,1,0.11,13,1.49,436,49.99,387,44.37,89%,18,2,11%,17,1.95,6,124.5km,55,6.31,27,3.1,49%,0,12,1.38,67%,6,0,0,15,1.72,10,-,-,-,-,-,-,-,-,18,0,-,0,4,52.33,18,14.274,1.15
- - -,Wnt,Jovane Cabral,"M (RL), AM (RLC), ST (C)",Brighton,,England (Premier Division),-,"£60,000 p/w",30/6/2031,CPV,POR,-,176 cm,71 kg,Right,30,Spirited,Scouting Required,£22M - £27M,28 (2),"2,184",5,5,-,-1.42,3.58,-1.42,0.148,0.097,5.31,0.114,-7,0,1.69,6.67,28 (2),28,"2,184",144.88,6.98,5,0.21,37,18,49%,1.52,0.74,0,0,-,19,3.58,11,1.19,5,0.21,44,1.81,982,40.47,851,35.07,87%,75,19,25%,53,2.18,39,318.6km,148,6.1,66,2.72,45%,0,41,1.69,91%,32,0,0,36,1.48,32,-,-,-,-,-,-,-,-,45,0,-,0,2,72.8,45,13.129,1.32
- - -,nEU,Zelimkhan Bakaev,M/AM (RLC),Monza,,Italy (Serie A),-,"£13,750 p/w",30/6/2030,RUS,,-,179 cm,75 kg,Left,32,Professional,Scouting Required,Not for Sale,29 (1),"2,385",4,5,-,1.25,4.49,1.49,0.169,0.088,1.78,0.077,42,0.156,1.774,7.74,29 (1),29,"2,385",169.14,6.65,4,0.15,51,23,45%,1.92,0.87,1,1,100%,8,5.25,16,0.63,5,0.19,65,2.45,"1,173",44.26,981,37.02,84%,163,37,22%,51,1.92,18,378.8km,149,5.62,79,2.98,53%,1,47,1.77,73%,60,10,2,53,2,33,-,-,-,-,-,-,-,-,64,1,73%,0,1,79.5,64,14.294,1.25
- - -,Wnt,Jacques Manga,"AM (RL), ST (C)",OGC Nice,,France (Ligue 1 Uber Eats),-,"£10,750 p/w",30/6/2032,CMR,FRA,-,179 cm,73 kg,Left,21,Fairly Professional,Scouting Required,£6.6M - £10M,26 (4),"2,274",12,2,-,-1.42,10.58,-1.42,0.419,0.132,1.89,0.077,-10,0.071,0.871,8.87,26 (4),26,"2,274",161.54,6.82,12,0.47,80,42,53%,3.17,1.66,0,0,-,20,10.58,9,0.39,2,0.08,26,1.03,749,29.64,633,25.05,85%,38,8,21%,33,1.31,41,327.2km,402,15.91,159,6.29,40%,1,22,0.87,79%,31,2,0,15,0.59,51,-,-,-,-,-,-,-,-,28,0,-,0,4,75.8,28,12.95,2.02
- - -,,Stole Dimitrievski,GK,Bordeaux,,France (Ligue 1 Uber Eats),-,"£7,000 p/w",30/6/2030,MKD,ESP,-,188 cm,87 kg,Right,35,Fairly Determined,Scouting Required,£70K - £700K,23,"2,070",0,1,6,,,,,,,,0,,0,,23,23,"2,070",180,7.1,0,-,0,-,-,-,-,0,0,-,0,0,1,0.05,1,0.04,1,0.04,"1,130",49.13,978,42.52,87%,-,-,-,0,-,0,149.8km,-,-,-,-,-,0,0,0,0%,0,0,0,6,0.26,-,33,1.43,6,-645%,46,18,36,-1%,2,0,-,2,,90,,6.513,
- - -,Wnt,Nemanja Maksimović,"DM, M (RC), AM (C)",Getafe,,Spain (First Division),£38.5K,"£35,500 p/w",30/6/2029,SRB,ESP,-,184 cm,74 kg,Right,34,Fairly Determined,Scouting Required,£40K,4 (14),577,1,0,-,-0.43,0.57,-0.43,0.089,,,0,13,0.167,1.429,7.98,4 (14),4,577,77.4,6.7,1,0.16,6,5,83%,0.94,0.78,0,0,-,0,0.57,2,0.83,0,-,5,0.78,406,63.33,357,55.68,88%,6,1,16%,1,0.16,1,79.6km,36,5.62,29,4.52,81%,0,10,1.56,83%,14,2,0,7,1.09,11,-,-,-,-,-,-,-,-,12,0,-,0,14,32.06,12,12.416,1.72
- - -,,Jamaal Lascelles,D (C),SV Werder,,Germany (Bundesliga),-,"£19,500 p/w",30/6/2031,ENG,,-,191 cm,83 kg,Right,35,Fairly Professional,Scouting Required,£180K - £1.8M,17 (3),"1,610",1,0,-,0.55,1.55,0.55,0.087,,0.65,0,9,0.133,0.391,23.4,17 (3),17,"1,610",80.5,6.96,1,0.06,5,1,20%,0.28,0.06,0,0,-,1,1.55,1,0.06,0,-,5,0.28,968,54.11,908,50.76,94%,4,2,50%,0,-,6,185.8km,254,14.2,222,12.41,87%,3,7,0.39,47%,15,2,0,43,2.4,164,-,-,-,-,-,-,-,-,15,0,-,1,3,80.5,15,10.386,9.17
- - -,,Nuno Santos,"D/WB (L), M (RL), AM (RLC)",Wolves,,England (Premier Division),-,"£50,000 p/w",30/6/2029,POR,,-,176 cm,68 kg,Left Only,34,Resolute,Scouting Required,£4M - £6M,2 (25),909,1,1,-,-0.13,0.87,-0.13,0.086,0.079,,0.053,4,0.037,2.376,8.48,2 (25),2,909,63.88,6.71,1,0.1,11,3,27%,1.09,0.3,0,0,-,2,0.87,5,1.09,1,0.1,19,1.88,436,43.17,365,36.14,84%,58,13,22%,21,2.08,8,133.7km,47,4.65,22,2.18,47%,1,24,2.38,89%,12,1,0,15,1.49,20,-,-,-,-,-,-,-,-,27,0,-,0,25,33.67,27,13.238,1.98
- - -,,Milutin Osmajić,"M/AM (RLC), ST (C)",OGC Nice,,France (Ligue 1 Uber Eats),-,"£34,500 p/w",30/6/2032,MNE,,-,186 cm,81 kg,Right,29,Balanced,Scouting Required,£6.2M - £7.8M,23 (1),"1,861",3,2,-,0.48,3.48,0.48,0.168,0.077,2.01,0.049,6,0.041,2.805,10.99,23 (1),23,"1,861",157.48,6.73,3,0.15,45,22,49%,2.18,1.06,0,0,-,7,3.48,11,0.61,2,0.1,41,1.98,861,41.64,718,34.72,83%,65,23,35%,40,1.93,22,287.9km,196,9.48,108,5.22,55%,0,58,2.8,79%,28,3,0,46,2.22,37,-,-,-,-,-,-,-,-,73,0,-,0,1,77.54,73,13.923,1.79
- - -,Wnt,Tiago Tomás,"M (R), AM (RL), ST (C)",West Ham,,England (Premier Division),£25M,"£92,000 p/w",30/6/2033,POR,ANG,-,180 cm,71 kg,Right,26,Resilient,Scouting Required,£25M,29 (3),"2,493",4,6,-,3.95,7.95,3.95,0.287,0.135,3.77,0.2,1,0.043,2.31,10,29 (3),29,"2,493",157.82,6.84,4,0.14,59,29,49%,2.13,1.05,0,0,-,30,7.95,7,0.29,6,0.22,30,1.08,916,33.07,766,27.65,84%,81,19,23%,62,2.24,42,382.8km,315,11.37,145,5.23,46%,1,64,2.31,68%,43,4,0,37,1.34,51,-,-,-,-,-,-,-,-,94,0,-,2,3,77.91,94,13.819,1.84
- - -,Wnt,Peru Nolaskoain,"D (C), DM, M/AM (C)",A. Bilbao,,Spain (First Division),£4.3M,"£26,500 p/w",30/6/2030,ESP,BAS,-,186 cm,82 kg,Right,30,Balanced,Scouting Required,£4.3M,6 (8),678,0,0,-,0.84,0.84,0.84,0.112,,,,-1,0.1,1.125,16.3,6 (8),6,678,153.67,6.86,0,-,7,3,43%,0.93,0.4,0,0,-,0,0.84,1,0.16,0,-,3,0.4,423,56.15,397,52.7,94%,2,0,0%,0,-,3,80.9km,73,9.69,61,8.1,84%,0,9,1.19,90%,2,1,0,17,2.26,48,-,-,-,-,-,-,-,-,10,0,-,0,8,48.43,10,10.739,6.37
- - -,Wnt,Maximilian Ullmann,"D (RLC), WB (L), DM",Strasbourg,,France (Ligue 1 Uber Eats),-,"£18,000 p/w",30/6/2029,AUT,,-,180 cm,64 kg,Left,32,Balanced,Scouting Required,£4K - £40K,29 (6),"2,643",0,3,-,0.31,0.31,0.31,0.011,,,0.12,18,0.067,1.464,15.72,29 (6),29,"2,643",138.78,6.57,0,-,4,2,50%,0.14,0.07,0,0,-,3,0.31,3,0.11,3,0.1,25,0.85,"1,396",47.54,"1,266",43.11,91%,74,23,31%,10,0.34,6,390.0km,223,7.59,171,5.82,77%,2,43,1.46,72%,24,4,0,89,3.03,175,-,-,-,-,-,-,-,-,60,0,-,0,6,75.51,60,13.28,5.96
- - -,Ret,Koen Casteels,GK,Arsenal,,England (Premier Division),-,"£53,000 p/w",30/6/2029,BEL,,-,197 cm,82 kg,Left,36,Professional,Scouting Required,£0 - £75K,1,90,0,0,0,,,,,,,,-1,,0,,1,1,90,90,6,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,35,35,11,11,31%,-,-,-,0,-,1,6.6km,-,-,-,-,-,0,0,0,0%,0,0,0,0,-,-,2,2,0,0%,0,0,1,-66%,1,0,-,0,,90,,6.6,
