,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inf,Name,Position,Club,On Loan From,Based,Asking Price,Wage,Expires,Nat,2nd Nat,Home-Grown Status,Height,Weight,Preferred Foot,Age,Personality,Media Handling,Transfer Value,Apps,Starts,Mins,Mins/Gm,Av Rat,Gls,Gls/90,Shots,ShT,Shot %,Shot/90,ShT/90,Pens,Pens S,Pen/R,Off,xG,CCC,Ch C/90,Ast,Asts/90,K Pas,K Ps/90,Pas A,Ps A/90,Ps C,Ps C/90,Pas %,Cr A,Cr C,Cr C/A,Drb,Drb/90,FA,Distance,Hdrs A,Aer A/90,Hdrs,Hdrs W/90,Hdr %,K Tck,Tck C,Tck/90,Tck R,Fls,Yel,Red,Itc,Int/90,Clear,Conc,Con/90,Clean Sheets,xSv %,Svh,Svt,Svp,Sv %,Pens Faced,Pens Saved,Pens Saved Ratio,PoM
Yth,Lukas Schäfer,D (L),Heidenheim,,Germany (Bundesliga),-,£55 p/w,30/6/2026,GER,,-,183 cm,69 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,David Froebe,M (L),Heidenheim,,Germany (Bundesliga),-,£55 p/w,30/6/2026,GER,,-,173 cm,58 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Loa,Aaron Donnelly,D (LC),Nottm Forest,,England (Premier Division),-,"£1,000 p/w",30/6/2025,NIR,,-,185 cm,79 kg,Unknown,21,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Loa,Chima Eze,ST (C),Crystal Palace,,England (Premier Division),-,£900 p/w,30/6/2025,ENG,NGA,-,177 cm,66 kg,Unknown,22,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Loa,Kwadwo Baah,M/AM (RL),Watford,,England (Premier Division),-,"£14,500 p/w",30/6/2026,GHA,ENG,-,182 cm,75 kg,Right,22,,Scouting Required,£1.1M - £2.4M,1 (6),1,150,35.7,6.57,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,1,0.6,49,29.4,43,25.8,88%,3,0,-,3,1.8,5,24.1km,11,6.6,2,1.2,18%,0,4,2.4,100%,0,0,0,2,1.2,1,-,-,-,-,-,-,-,-,-,-,-,0
,Farid Gerard,D (R),AS Monaco,,France (Ligue 1 Uber Eats),-,"£1,700 p/w",30/6/2026,FRA,,-,168 cm,59 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Marcus Ifill,M/AM (L),Brighton,,England (Premier Division),-,"£2,000 p/w",30/6/2025,ENG,,-,176 cm,70 kg,Unknown,21,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Loa,Chris Francis,D (LC),Crystal Palace,,England (Premier Division),-,£900 p/w,30/6/2025,ENG,,-,188 cm,80 kg,Left Only,22,,Scouting Required,£0 - £4.5K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Arbnor Muja,M/AM (RL),SV Werder,,Germany (Bundesliga),-,"£10,750 p/w",30/6/2028,KOS,ALB,-,179 cm,72 kg,Right,26,,Scouting Required,£65K - £5.2M,16 (6),16,"1,386",111.71,6.85,1,0.06,14,5,36%,0.91,0.32,0,0,-,6,1.97,8,0.54,3,0.19,20,1.3,507,32.92,437,28.38,86%,46,7,15%,39,2.53,16,193.7km,80,5.19,22,1.43,28%,0,40,2.6,82%,29,4,0,35,2.27,8,-,-,-,-,-,-,-,-,-,-,-,1
,Gabriel Barbosa,"AM (R), ST (C)",Newcastle,,England (Premier Division),-,"£87,000 p/w",30/6/2028,BRA,,-,178 cm,74 kg,Left Only,28,Fairly Determined,Outspoken,£13.5M - £20M,9 (14),9,888,172.08,6.94,6,0.61,46,20,43%,4.66,2.03,2,2,100%,5,6.76,3,1.47,2,0.2,11,1.11,248,25.14,214,21.69,86%,9,1,12%,8,0.81,29,127.2km,68,6.89,16,1.62,24%,0,10,1.01,77%,10,1,0,6,0.61,1,-,-,-,-,-,-,-,-,-,-,-,2
,Adam Hložek,"AM (RLC), ST (C)",TSG Hoffenheim,,Germany (Bundesliga),-,"£33,000 p/w",30/6/2028,CZE,,-,188 cm,82 kg,Right,22,,Scouting Required,£22M - £33M,7 (17),7,715,100.68,6.64,1,0.13,14,6,43%,1.76,0.76,0,0,-,3,1.97,1,0.18,2,0.25,8,1.01,229,28.83,191,24.04,83%,15,2,13%,12,1.51,23,98.4km,43,5.41,12,1.51,28%,0,15,1.89,83%,6,0,0,8,1.01,0,-,-,-,-,-,-,-,-,-,-,-,0
,Isaiah Jones,"WB (R), M/AM (RL)",Middlesbrough,,England (Premier Division),-,"£45,500 p/w",30/6/2028,ENG,,-,181 cm,74 kg,Right,25,,Scouting Required,£52M - £63M,28,28,"2,444",177.19,7.1,6,0.22,35,11,31%,1.29,0.41,0,0,-,12,3.52,5,0.19,5,0.18,40,1.47,997,36.71,847,31.19,85%,82,17,20%,93,3.42,38,361.5km,118,4.35,27,0.99,23%,0,70,2.58,76%,27,0,0,43,1.58,14,-,-,-,-,-,-,-,-,-,-,-,4
,Lukás Hrádecký,GK,Bayer 04,,Germany (Bundesliga),-,"£66,000 p/w",30/6/2026,FIN,SVK,-,192 cm,85 kg,Right Only,35,,Scouting Required,Not for Sale,26,26,"2,262",258.86,6.81,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,809,32.19,650,25.86,80%,-,-,-,0,-,6,168.3km,-,-,-,-,-,0,0,0,0%,0,0,0,0,-,-,24,0.95,9,-605%,11,13,29,-4%,2,0,0%,2
,Jesse Joronen,GK,Crystal Palace,,England (Premier Division),-,"£15,750 p/w",30/6/2028,FIN,,-,197 cm,89 kg,Left Only,31,,Scouting Required,£130K - £1.3M,0 (2),-,77,38.5,6.55,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,19,22.21,11,12.86,58%,-,-,-,0,-,0,6.2km,-,-,-,-,-,0,-,-,-,0,0,0,0,-,-,2,2.34,0,-1664%,1,0,0,-33%,0,0,-,0
Loa,Eetu Mömmö,"AM (RLC), ST (C)",Salento,,Italy (Serie A),-,£700 p/w,30/6/2026,FIN,,-,183 cm,70 kg,Left,22,,Scouting Required,£0 - £90K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Jasper Samooja,GK,Salento,,Italy (Serie A),-,"£2,000 p/w",30/6/2026,FIN,,Trained in nation (15-21),192 cm,86 kg,Right Only,21,,Scouting Required,£30K - £300K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Mathieu Gorgelin,GK,Havre AC,,France (Ligue 1 Uber Eats),-,"£8,250 p/w",30/6/2025,FRA,,-,187 cm,83 kg,Left Only,34,,Scouting Required,£0 - £26K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Brice Maubleu,GK,ASSE,,France (Ligue 1 Uber Eats),-,"£4,800 p/w",30/6/2026,FRA,,-,192 cm,82 kg,Right Only,35,,Scouting Required,£80K - £240K,7,7,630,180,6.44,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,168,24,109,15.57,65%,-,-,-,0,-,2,39.0km,-,-,-,-,-,0,-,-,-,0,0,0,0,-,-,11,1.57,1,-549%,5,3,14,-6%,0,0,-,0
,Ismaël Traoré,D (C),FC Metz,,France (Ligue 1 Uber Eats),-,"£12,500 p/w",30/6/2025,CIV,FRA,-,184 cm,85 kg,Right Only,38,,Scouting Required,£12K - £110K,18,18,"1,558",176.35,6.72,0,-,3,1,33%,0.17,0.06,0,0,-,0,0.28,2,0.12,0,-,1,0.06,952,54.99,835,48.23,88%,3,1,33%,5,0.29,5,185.2km,145,8.38,101,5.83,70%,1,9,0.52,47%,10,3,0,30,1.73,21,-,-,-,-,-,-,-,-,-,-,-,0
,Benjamin Stambouli,"DM, M (C)",FC Metz,,France (Ligue 1 Uber Eats),-,"£10,750 p/w",30/6/2026,FRA,ALG,-,180 cm,80 kg,Right,34,,Scouting Required,Not for Sale,22,22,"1,737",168.43,6.9,1,0.05,1,1,100%,0.05,0.05,0,0,-,3,0.09,2,0.11,3,0.16,19,0.98,796,41.24,670,34.72,84%,19,2,10%,19,0.98,8,235.5km,81,4.2,49,2.54,60%,2,35,1.81,60%,29,4,0,42,2.18,15,-,-,-,-,-,-,-,-,-,-,-,1
,Allan Nyom,"D (RC), WB/M (R)",Getafe,,Spain (First Division),-,"£8,750 p/w",30/6/2025,CMR,FRA,-,189 cm,79 kg,Right Only,36,,Scouting Required,£22K - £210K,1 (8),1,390,79.38,6.83,0,-,2,0,0%,0.46,0,0,0,-,0,0.14,0,-,0,-,6,1.38,207,47.77,184,42.46,89%,17,2,11%,5,1.15,4,51.3km,26,6,16,3.69,62%,1,9,2.08,100%,4,0,0,6,1.38,7,-,-,-,-,-,-,-,-,-,-,-,0
,Josuha Guilavogui,"D (C), DM, M (C)",FC Nantes,,France (Ligue 1 Uber Eats),-,"£15,750 p/w",30/6/2026,FRA,GUI,-,188 cm,77 kg,Right,34,,Scouting Required,£90K - £900K,0 (11),-,266,24.18,6.58,0,-,0,-,-,-,-,0,0,-,0,0,1,0.34,0,-,0,-,152,51.43,134,45.34,88%,0,0,-,3,1.02,0,39.2km,9,3.05,5,1.69,56%,0,8,2.71,73%,3,0,0,8,2.71,0,-,-,-,-,-,-,-,-,-,-,-,0
Lst,Cédric Bakambu,ST (C),Real Hispalis,,Spain (First Division),£325K,"£12,000 p/w",30/6/2026,COD,FRA,-,182 cm,73 kg,Right,33,,Scouting Required,£325K,0 (13),-,318,67.75,6.48,1,0.28,13,7,54%,3.68,1.98,0,0,-,2,2.29,0,-,0,-,1,0.28,80,22.64,66,18.68,83%,0,0,-,3,0.85,4,45.2km,37,10.47,9,2.55,24%,0,4,1.13,67%,5,1,0,4,1.13,1,-,-,-,-,-,-,-,-,-,-,-,0
,Alexandre Lacazette,"AM (R), ST (C)",OL,,France (Ligue 1 Uber Eats),-,"£89,000 p/w",30/6/2025,FRA,GLP,-,175 cm,72 kg,Right,33,Fairly Loyal,Level-headed,£10K - £110K,4 (12),4,670,163.94,6.49,1,0.13,22,11,50%,2.96,1.48,0,0,-,2,2.53,1,0.26,1,0.13,4,0.54,219,29.42,187,25.12,85%,8,0,-,7,0.94,21,92.4km,46,6.18,7,0.94,15%,0,11,1.48,92%,10,2,0,7,0.94,7,-,-,-,-,-,-,-,-,-,-,-,0
Wnt,Thomas Monconduit,"DM, M (C)",ASSE,,France (Ligue 1 Uber Eats),£4K,"£4,500 p/w",30/6/2025,FRA,,-,184 cm,82 kg,Right,34,,Scouting Required,£4K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Mats Hummels,D (C),AS Roma,,Italy (Serie A),-,"£62,000 p/w",30/6/2026,GER,,-,191 cm,92 kg,Right,36,Model Citizen,Unflappable,Not for Sale,20 (9),20,"1,806",129.03,6.82,0,-,9,1,11%,0.45,0.05,0,0,-,0,0.5,2,0.13,1,0.05,5,0.25,"1,508",75.15,"1,414",70.47,94%,4,2,50%,5,0.25,4,233.3km,150,7.48,115,5.73,77%,3,18,0.9,82%,8,5,0,42,2.09,9,-,-,-,-,-,-,-,-,-,-,-,0
,Thomas Müller,"M/AM (RC), ST (C)",FC Bayern,,Germany (Bundesliga),-,"£300,000 p/w",30/6/2025,GER,,-,185 cm,75 kg,Right,35,Driven,Evasive,£300K - £2.9M,7 (12),7,742,93.94,6.94,2,0.24,18,5,28%,2.18,0.61,0,0,-,3,2.06,3,1.36,4,0.49,9,1.09,257,31.17,227,27.53,88%,6,0,-,13,1.58,13,103.9km,59,7.16,26,3.15,44%,0,16,1.94,89%,6,0,0,10,1.21,2,-,-,-,-,-,-,-,-,-,-,-,1
Ret,Jens Grahl,GK,Eintracht Frankfurt,,Germany (Bundesliga),£9.75K,"£6,500 p/w",30/6/2026,GER,,-,192 cm,88 kg,Right Only,36,,Scouting Required,£10K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Manuel Riemann,GK,VfL Bochum,,Germany (Bundesliga),-,"£11,750 p/w",30/6/2026,GER,,-,186 cm,81 kg,Right Only,36,,Scouting Required,Not for Sale,22,22,"1,980",90,6.58,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,1,0.05,600,27.27,460,20.91,77%,-,-,-,0,-,8,134.2km,-,-,-,-,-,0,0,0,0%,1,1,0,0,-,-,31,1.41,5,-708%,15,9,33,-1%,2,0,0%,2
,Eric Maxim Choupo-Moting,"AM (RLC), ST (C)",VfL Bochum,,Germany (Bundesliga),-,"£7,500 p/w",30/6/2025,CMR,GER,-,191 cm,89 kg,Right,35,,Scouting Required,£0 - £45K,0 (2),-,13,6.5,-,0,-,1,0,0%,-,-,0,0,-,0,0.11,0,-,0,-,0,-,3,-,2,-,67%,0,0,-,0,-,0,1.4km,2,-,0,-,0%,0,-,-,-,0,0,0,0,-,0,-,-,-,-,-,-,-,-,-,-,-,0
,Oliver Baumann,GK,TSG Hoffenheim,,Germany (Bundesliga),-,"£41,000 p/w",30/6/2026,GER,,-,187 cm,80 kg,Right Only,34,,Scouting Required,Not for Sale,32,32,"2,880",270,6.92,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,"1,030",32.19,856,26.75,83%,-,-,-,0,-,7,191.3km,-,-,-,-,-,0,1,0.03,20%,0,0,0,2,0.06,-,40,1.25,11,-621%,38,21,56,-1%,5,1,20%,2
,Nicolas Höfler,"DM, M (C)",SC Freiburg,,Germany (Bundesliga),-,"£25,000 p/w",30/6/2026,GER,,-,181 cm,77 kg,Right,34,,Scouting Required,£350K - £3.4M,25,25,"2,092",254,6.99,0,-,4,0,0%,0.17,0,0,0,-,1,0.63,4,1.31,1,0.04,20,0.86,"1,267",54.51,"1,126",48.44,89%,8,1,12%,14,0.6,21,302.0km,113,4.86,70,3.01,62%,6,47,2.02,81%,40,7,0,39,1.68,18,-,-,-,-,-,-,-,-,-,-,-,0
,Marc-André ter Stegen,GK,Barcelona,,Spain (First Division),-,"£135,000 p/w",30/6/2028,GER,,-,187 cm,83 kg,Right,32,Professional,"Evasive, Reserved",Not for Sale,34,34,"3,090",285,7.07,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,"1,081",31.49,960,27.96,89%,-,-,-,0,-,8,217.6km,-,-,-,-,-,0,0,0,0%,0,0,0,1,0.03,-,25,0.73,14,-733%,25,13,43,-2%,4,0,0%,2
,Mario Götze,M/AM (C),Eintracht Frankfurt,,Germany (Bundesliga),-,"£58,000 p/w",30/6/2026,GER,,-,176 cm,72 kg,Right,32,,Scouting Required,Not for Sale,20 (8),20,"1,871",218.83,6.85,3,0.14,13,8,62%,0.63,0.38,0,0,-,8,2.45,9,0.94,4,0.19,44,2.12,793,38.15,688,33.09,87%,107,17,13%,15,0.72,30,279.2km,62,2.98,9,0.43,15%,1,30,1.44,81%,19,0,0,38,1.83,9,-,-,-,-,-,-,-,-,-,-,-,3
,Kevin Trapp,GK,Eintracht Frankfurt,,Germany (Bundesliga),-,"£58,000 p/w",30/6/2026,GER,,-,189 cm,82 kg,Right Only,34,,Scouting Required,Not for Sale,30,30,"2,670",268.42,7.03,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,955,32.19,932,31.42,98%,-,-,-,0,-,0,191.8km,-,-,-,-,-,0,0,0,0%,0,0,0,2,0.07,-,24,0.81,15,-601%,39,11,18,-3%,1,0,0%,1
,Dimitris Giannoulis,D/WB (L),Espanyol,,Spain (First Division),-,"£23,000 p/w",30/6/2027,GRE,,-,178 cm,71 kg,Left Only,29,,Scouting Required,£150K - £1.5M,1,1,90,90,7,0,-,1,0,0%,1,0,0,0,-,1,0.07,0,-,0,-,1,1,48,48,44,44,92%,2,0,-,0,-,1,12.1km,5,5,3,3,60%,0,3,3,100%,1,0,0,2,2,1,-,-,-,-,-,-,-,-,-,-,-,0
,Giorgos Kyriakopoulos,D/WB/M/AM (L),Brianza,,Italy (Serie A),-,"£27,000 p/w",30/6/2027,GRE,,-,182 cm,74 kg,Left,29,,Scouting Required,£4.5M - £5.8M,25 (1),25,"2,059",144.01,6.95,0,-,11,4,36%,0.48,0.17,0,0,-,2,0.67,14,1.1,8,0.35,43,1.88,"1,157",50.57,994,43.45,86%,186,31,18%,73,3.19,14,305.7km,105,4.59,55,2.4,52%,5,88,3.85,81%,46,5,1,58,2.54,37,-,-,-,-,-,-,-,-,-,-,-,1
Inj,Kostas Tsimikas,D/WB/M (L),A. Madrid,,Spain (First Division),-,"£81,000 p/w",30/6/2028,GRE,,-,175 cm,67 kg,Left Only,28,Resolute,Level-headed,£31M - £45M,31,31,"2,363",230.3,6.93,0,-,5,2,40%,0.19,0.08,0,0,-,5,0.34,9,1.09,4,0.15,42,1.6,"1,357",51.68,"1,188",45.25,88%,189,33,18%,70,2.67,34,347.7km,102,3.88,48,1.83,47%,3,80,3.05,90%,50,8,0,79,3.01,23,-,-,-,-,-,-,-,-,-,-,-,1
,Konstantinos Mavropanos,D (C),West Ham,,England (Premier Division),-,"£80,000 p/w",30/6/2028,GRE,,-,194 cm,89 kg,Right,27,,Scouting Required,£27M - £33M,4 (19),4,618,75.57,6.84,0,-,3,0,0%,0.44,0,0,0,-,0,0.38,1,0.17,0,-,1,0.15,545,79.37,520,75.73,95%,1,0,-,3,0.44,1,90.5km,51,7.43,40,5.83,78%,2,9,1.31,60%,7,3,0,16,2.33,5,-,-,-,-,-,-,-,-,-,-,-,0
,Tasos Douvikas,ST (C),Vigo,,Spain (First Division),-,"£9,750 p/w",30/6/2028,GRE,,-,184 cm,76 kg,Right,25,,Scouting Required,£4.8M - £7.4M,2 (13),2,380,104.12,6.73,1,0.24,30,16,53%,7.11,3.79,0,0,-,2,3.02,0,-,0,-,2,0.47,103,24.39,90,21.32,87%,1,0,-,3,0.71,9,52.4km,31,7.34,10,2.37,32%,0,7,1.66,100%,2,0,0,3,0.71,2,-,-,-,-,-,-,-,-,-,-,-,0
,Christos Mandas,GK,Lazio,,Italy (Serie A),-,"£6,250 p/w",30/6/2028,GRE,,-,185 cm,81 kg,Right,23,,Scouting Required,£2.5M - £5.2M,2,2,180,90,7.6,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,28,14,13,6.5,46%,-,-,-,0,-,0,8.7km,-,-,-,-,-,0,-,-,-,0,0,0,0,-,-,1,0.5,1,-855%,5,4,4,-7%,0,0,-,1
,Vasilis Zagaritis,D/WB (L),Borussia Dortmund,,Germany (Bundesliga),-,"£17,000 p/w",30/6/2029,GRE,,-,178 cm,68 kg,Left Only,23,,Scouting Required,£6.4M - £7.8M,3 (3),3,333,85.8,6.96,0,-,0,-,-,-,-,0,0,-,0,0,1,0.29,0,-,6,1.62,203,54.86,183,49.46,90%,12,2,16%,7,1.89,2,49.0km,19,5.14,16,4.32,84%,1,12,3.24,92%,4,0,0,8,2.16,4,-,-,-,-,-,-,-,-,-,-,-,0
,Steve Mounié,"AM (L), ST (C)",Augsburg,,Germany (Bundesliga),-,"£17,000 p/w",30/6/2027,BEN,FRA,-,190 cm,83 kg,Right,30,,Scouting Required,£45K - £5.6M,1 (7),1,160,58.33,6.67,0,-,10,5,50%,5.62,2.81,0,0,-,0,0.72,0,-,0,-,2,1.12,50,28.12,44,24.75,88%,0,0,-,1,0.56,1,22.9km,17,9.56,13,7.31,76%,0,4,2.25,100%,0,0,0,0,-,1,-,-,-,-,-,-,-,-,-,-,-,0
,Daley Blind,"D (LC), WB (L), DM",Girona,,Spain (First Division),-,"£27,500 p/w",30/6/2027,NED,,-,180 cm,70 kg,Left,34,Model Citizen,"Evasive, Unflappable",Not for Sale,32 (1),32,"2,571",244.9,7.07,0,-,9,1,11%,0.32,0.04,0,0,-,0,1.49,14,1.39,6,0.21,31,1.09,"1,630",57.06,"1,441",50.44,88%,33,5,21%,39,1.37,23,356.6km,128,4.48,78,2.73,61%,4,81,2.84,81%,34,6,1,54,1.89,22,-,-,-,-,-,-,-,-,-,-,-,1
Inj,Marco Bizot,GK,Brest,,France (Ligue 1 Uber Eats),-,"£12,250 p/w",30/6/2026,NED,,-,193 cm,86 kg,Right Only,33,,Scouting Required,£4.6M - £5.8M,24,24,"2,045",174.77,6.94,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,529,23.28,404,17.78,76%,-,-,-,0,-,15,132.0km,-,-,-,-,-,0,1,0.04,33%,0,0,0,0,-,-,26,1.14,8,-761%,24,30,44,-1%,3,1,33%,4
,Luuk de Jong,ST (C),OL,,France (Ligue 1 Uber Eats),-,"£80,000 p/w",30/6/2026,NED,SUI,-,189 cm,84 kg,Right,34,Fairly Professional,Level-headed,Not for Sale,26 (2),26,"2,187",158.6,7.01,14,0.58,54,30,56%,2.22,1.23,3,3,100%,16,5.26,4,0.32,3,0.12,10,0.41,554,22.8,470,19.34,85%,9,0,-,22,0.91,54,295.3km,170,7,77,3.17,45%,0,29,1.19,78%,29,2,0,22,0.91,11,-,-,-,-,-,-,-,-,-,-,-,3
,Joris van Overeem,"DM, M/AM (C)",ASSE,,France (Ligue 1 Uber Eats),-,"£18,250 p/w",30/6/2027,ISR,NED,-,181 cm,73 kg,Right,30,,Scouting Required,£3.4M - £5.4M,20,20,"1,607",169.84,6.89,0,-,6,2,33%,0.34,0.11,0,0,-,1,0.57,8,0.47,5,0.28,23,1.29,938,52.53,808,45.25,86%,7,3,42%,7,0.39,8,231.5km,69,3.86,28,1.57,41%,3,32,1.79,67%,31,2,2,26,1.46,18,-,-,-,-,-,-,-,-,-,-,-,1
,Virgil van Dijk,D (C),Liverpool,,England (Premier Division),-,"£325,000 p/w",30/6/2026,NED,SUR,-,193 cm,91 kg,Right,33,Resilient,Unflappable,Not for Sale,32,32,"2,880",270,7.26,1,0.03,14,5,36%,0.44,0.16,0,0,-,2,0.68,4,0.48,1,0.03,8,0.25,"2,280",71.25,"2,169",67.78,95%,5,0,-,7,0.22,9,375.5km,199,6.22,162,5.06,81%,10,42,1.31,88%,26,6,0,69,2.16,31,-,-,-,-,-,-,-,-,-,-,-,2
Inj,Joël Veltman,D (RC),Brighton,,England (Premier Division),-,"£80,000 p/w",30/6/2026,NED,,-,182 cm,73 kg,Right,33,Professional,Unflappable,Not for Sale,23,23,"1,956",155.88,6.97,0,-,12,2,17%,0.55,0.09,0,0,-,0,1.51,2,0.1,2,0.09,8,0.37,"1,480",68.1,"1,393",64.1,94%,3,1,33%,1,0.05,8,248.2km,152,6.99,92,4.23,61%,8,23,1.06,61%,19,7,1,37,1.7,20,-,-,-,-,-,-,-,-,-,-,-,1
,Nathan Aké,"D (LC), DM",Man City,,England (Premier Division),-,"£165,000 p/w",30/6/2027,NED,CIV,-,180 cm,75 kg,Left,29,Resolute,Level-headed,£51M - £62M,38,38,"3,415",269.38,6.93,1,0.03,12,2,17%,0.32,0.05,0,0,-,1,1.89,4,0.24,0,-,14,0.37,"2,817",74.24,"2,687",70.81,95%,12,1,8%,10,0.26,9,441.2km,191,5.03,120,3.16,63%,10,44,1.16,90%,26,3,0,73,1.92,36,-,-,-,-,-,-,-,-,-,-,-,0
,Sheraldo Becker,"M (R), AM (RL), ST (C)",Real San Sebastián,,Spain (First Division),-,"£66,000 p/w",30/6/2026,SUR,NED,-,180 cm,70 kg,Right,30,,Scouting Required,£14M - £22M,4 (11),4,459,84.15,6.87,1,0.2,15,8,53%,2.94,1.57,0,0,-,2,1.8,1,0.41,0,-,5,0.98,194,38.04,160,31.37,82%,17,1,5%,18,3.53,8,60.0km,23,4.51,8,1.57,35%,0,12,2.35,92%,7,0,0,6,1.18,2,-,-,-,-,-,-,-,-,-,-,-,0
,Kenny Tete,D/WB (R),Fulham,,England (Premier Division),-,"£87,000 p/w",30/6/2028,NED,GHA,-,180 cm,71 kg,Right,29,,Scouting Required,£42M - £52M,26,26,"2,177",172.59,6.98,0,-,12,4,33%,0.5,0.17,0,0,-,2,1.1,3,0.35,2,0.08,20,0.83,"1,448",59.86,"1,271",52.54,88%,27,1,3%,20,0.83,22,312.9km,110,4.55,79,3.27,72%,0,54,2.23,72%,29,6,0,56,2.32,20,-,-,-,-,-,-,-,-,-,-,-,0
,Robin Gosens,D/WB/M (L),Union Berlin,,Germany (Bundesliga),-,"£49,500 p/w",30/6/2028,GER,NED,-,183 cm,76 kg,Left,30,,Scouting Required,£15M - £18.5M,23,23,"2,023",191.33,6.99,1,0.04,10,2,20%,0.44,0.09,0,0,-,6,0.93,1,0.05,5,0.22,23,1.02,"1,183",52.63,"1,039",46.22,88%,78,19,24%,40,1.78,28,284.6km,85,3.78,58,2.58,68%,3,66,2.94,85%,34,6,0,65,2.89,30,-,-,-,-,-,-,-,-,-,-,-,1
,Jaïro Riedewald,"D (LC), DM, M (C)",Espanyol,,Spain (First Division),-,"£12,750 p/w",30/6/2027,NED,SUR,-,182 cm,82 kg,Left,28,,Scouting Required,£240K - £2.4M,2 (7),2,236,95.14,6.62,0,-,1,0,0%,0.38,0,0,0,-,0,0.01,0,-,0,-,1,0.38,141,53.77,124,47.29,88%,1,1,100%,4,1.53,2,35.4km,8,3.05,5,1.91,63%,0,5,1.91,71%,2,0,0,10,3.81,1,-,-,-,-,-,-,-,-,-,-,-,0
